"B_G","dIepr_over_dB","B_mT"
3458.02002,-0.000114082064974889,345.802002
3458.070068,-0.00152224821170679,345.8070068
3458.120117,-0.00014213516407078,345.8120117
3458.169922,0.00189689493371092,345.8169922
3458.219971,0.00192196919274565,345.8219971
3458.27002,0.00253001997433789,345.827002
3458.320068,0.00216047423331609,345.8320068
3458.370117,0.00314239505523855,345.8370117
3458.419922,0.00405252395931368,345.8419922
3458.469971,0.00412029115759307,345.8469971
3458.52002,0.00588837121886561,345.852002
3458.570068,0.00746412108673964,345.8570068
3458.620117,0.0100059930079219,345.8620117
3458.669922,0.0115741064186373,345.8669922
3458.719971,0.0148005067419573,345.8719971
3458.77002,0.0192291205638882,345.877002
3458.820068,0.0183292169381255,345.8820068
3458.870117,0.0167518052505589,345.8870117
3458.919922,0.0115005341563298,345.8919922
3458.969971,0.00548938752900412,345.8969971
3459.02002,-0.00190715730621289,345.902002
3459.070068,-0.00664490332900921,345.9070068
3459.120117,-0.0127980111861945,345.9120117
3459.169922,-0.0170676555624327,345.9169922
3459.219971,-0.0167466304344754,345.9219971
3459.27002,-0.0148719734674094,345.927002
3459.320068,-0.0139570173727987,345.9320068
3459.370117,-0.0117830237204978,345.9370117
3459.419922,-0.00790939549895571,345.9419922
3459.469971,-0.00632690791314449,345.9469971
3459.52002,-0.0029279498359377,345.952002
3459.570068,-0.00538860155611892,345.9570068
3459.620117,-0.00401123000093265,345.9620117
3459.669922,-0.00174550860019953,345.9669922
3459.719971,-0.000653404743183855,345.9719971
3459.77002,0.00239722701502703,345.977002
3459.820068,-0.00153838595055804,345.9820068
3459.870117,-0.000620292703187133,345.9870117
3459.919922,-0.00169051593425073,345.9919922
3459.969971,-0.00119280650045644,345.9969971
3460.02002,0.00104690251152393,346.002002
3460.070068,-0.000596439372906121,346.0070068
3460.120117,-0.00285384624352441,346.0120117
3460.169922,-0.000423237063315896,346.0169922
3460.219971,0.00121914955741333,346.0219971
3460.27002,0.00145531448453914,346.027002
3460.320068,0.0028319002611431,346.0320068
3460.370117,0.00276587966927527,346.0370117
3460.419922,0.00458763555276701,346.0419922
3460.469971,0.00745314968529996,346.0469971
3460.52002,0.00902333189195911,346.052002
3460.570068,0.0103850574712644,346.0570068
3460.620117,0.0128835412021061,346.0620117
3460.669922,0.0118523538206309,346.0669922
3460.719971,0.0110581453187839,346.0719971
3460.77002,0.0097733325985151,346.077002
3460.820068,0.005589859791029,346.0820068
3460.870117,0.00233996771745674,346.0870117
3460.919922,-0.00239085423325957,346.0919922
3460.969971,-0.00708242540888395,346.0969971
3461.02002,-0.00849138284312479,346.102002
3461.070068,-0.00881332366764737,346.1070068
3461.120117,-0.010062503356141,346.1120117
3461.169922,-0.00944125410862309,346.1169922
3461.219971,-0.0087892272821052,346.1219971
3461.27002,-0.00792467406572101,346.127002
3461.320068,-0.00400684935378389,346.1320068
3461.370117,-5.83093556944174e-05,346.1370117
3461.419922,0.00202939961817714,346.1419922
3461.469971,0.00408001181361618,346.1469971
3461.52002,0.00632341187409738,346.152002
3461.570068,0.00807113747035998,346.1570068
3461.620117,0.0110417362624319,346.1620117
3461.669922,0.0109847935019459,346.1669922
3461.719971,0.00776478609723906,346.1719971
3461.77002,0.00687650390442841,346.177002
3461.820068,0.00587649542575651,346.1820068
3461.870117,0.00269365268957604,346.1870117
3461.919922,-0.000886048151084281,346.1919922
3461.969971,-0.0051811906316328,346.1969971
3462.02002,-0.00752475772195043,346.202002
3462.070068,-0.0097295402581473,346.2070068
3462.120117,-0.00927910798719155,346.2120117
3462.169922,-0.00702948458153515,346.2169922
3462.219971,-0.00641442476450489,346.2219971
3462.27002,-0.00767030260380014,346.227002
3462.320068,-0.00696584367024749,346.2320068
3462.370117,-0.00534967314719822,346.2370117
3462.419922,-0.0023952122706166,346.2419922
3462.469971,-0.00225697600394541,346.2469971
3462.52002,-0.00158644306289196,346.252002
3462.570068,5.47452554312959e-05,346.2570068
